Statistical profiling result from cluster_result.log, (1962 ticks, 9 unaccounted, 0 excluded).

 [Shared libraries]:
   ticks  total  nonlib   name
      1    3.0%    JS: ^EventEmitter.init node:events:337:29
      1  100.0%      JS: ^EventEmitter node:events:212:22
      1  100.0%        JS: ^Stream node:internal/streams/legacy:10:16
      1  100.0%          JS: ^Readable node:internal/streams/readable:186:18
      1  100.0%            JS: ^IncomingMessage node:_http_incoming:53:25
      1    3.0%    JS: ^Connection /Users/robertomora/Documents/Coding/Backend Course/Backend Codes/Entregables/Backend-Coder/Entregable14_RobertoMora/node_modules/mongodb/lib/cmap/connection.js:38:16
      1  100.0%      JS: ^<anonymous> /Users/robertomora/Documents/Coding/Backend Course/Backend Codes/Entregables/Backend-Coder/Entregable14_RobertoMora/node_modules/mongodb/lib/cmap/connect.js:31:63
      1  100.0%        JS: ~callback /Users/robertomora/Documents/Coding/Backend Course/Backend Codes/Entregables/Backend-Coder/Entregable14_RobertoMora/node_modules/mongodb/lib/cmap/connect.js:269:31
      1  100.0%          JS: ^connectHandler /Users/robertomora/Documents/Coding/Backend Course/Backend Codes/Entregables/Backend-Coder/Entregable14_RobertoMora/node_modules/mongodb/lib/cmap/connect.js:313:28
      1  100.0%            JS: ^onceWrapper node:events:622:21
      1    3.0%    JS: ^Binary /Users/robertomora/Documents/Coding/Backend Course/Backend Codes/Entregables/Backend-Coder/Entregable14_RobertoMora/node_modules/bson/lib/binary.js:42:20
      1  100.0%      JS: ^deserializeObject /Users/robertomora/Documents/Coding/Backend Course/Backend Codes/Entregables/Backend-Coder/Entregable14_RobertoMora/node_modules/bson/lib/parser/deserializer.js:65:27
      1  100.0%        JS: ^deserializeObject /Users/robertomora/Documents/Coding/Backend Course/Backend Codes/Entregables/Backend-Coder/Entregable14_RobertoMora/node_modules/bson/lib/parser/deserializer.js:65:27
      1  100.0%          JS: ^deserializeObject /Users/robertomora/Documents/Coding/Backend Course/Backend Codes/Entregables/Backend-Coder/Entregable14_RobertoMora/node_modules/bson/lib/parser/deserializer.js:65:27
      1  100.0%            JS: ^deserialize /Users/robertomora/Documents/Coding/Backend Course/Backend Codes/Entregables/Backend-Coder/Entregable14_RobertoMora/node_modules/bson/lib/parser/deserializer.js:36:21
      1    3.0%    JS: ^AbstractOperation /Users/robertomora/Documents/Coding/Backend Course/Backend Codes/Entregables/Backend-Coder/Entregable14_RobertoMora/node_modules/mongodb/lib/operations/operation.js:26:16
      1  100.0%      JS: ^CommandOperation /Users/robertomora/Documents/Coding/Backend Course/Backend Codes/Entregables/Backend-Coder/Entregable14_RobertoMora/node_modules/mongodb/lib/operations/command.js:13:16
      1  100.0%        JS: ^FindOperation /Users/robertomora/Documents/Coding/Backend Course/Backend Codes/Entregables/Backend-Coder/Entregable14_RobertoMora/node_modules/mongodb/lib/operations/find.js:12:16
      1  100.0%          JS: ^_initialize /Users/robertomora/Documents/Coding/Backend Course/Backend Codes/Entregables/Backend-Coder/Entregable14_RobertoMora/node_modules/mongodb/lib/cursor/find_cursor.js:48:16
      1  100.0%            JS: ^<anonymous> /Users/robertomora/Documents/Coding/Backend Course/Backend Codes/Entregables/Backend-Coder/Entregable14_RobertoMora/node_modules/mongodb/lib/cursor/abstract_cursor.js:443:12
      1    3.0%    JS: *serializeObject /Users/robertomora/Documents/Coding/Backend Course/Backend Codes/Entregables/Backend-Coder/Entregable14_RobertoMora/node_modules/bson/lib/parser/serializer.js:260:25
      1  100.0%      JS: ^serializeInto /Users/robertomora/Documents/Coding/Backend Course/Backend Codes/Entregables/Backend-Coder/Entregable14_RobertoMora/node_modules/bson/lib/parser/serializer.js:553:23
      1  100.0%        JS: *serializeObject /Users/robertomora/Documents/Coding/Backend Course/Backend Codes/Entregables/Backend-Coder/Entregable14_RobertoMora/node_modules/bson/lib/parser/serializer.js:260:25
      1  100.0%          JS: ^serializeInto /Users/robertomora/Documents/Coding/Backend Course/Backend Codes/Entregables/Backend-Coder/Entregable14_RobertoMora/node_modules/bson/lib/parser/serializer.js:553:23
      1  100.0%            JS: ^serialize /Users/robertomora/Documents/Coding/Backend Course/Backend Codes/Entregables/Backend-Coder/Entregable14_RobertoMora/node_modules/bson/lib/bson.js:110:19

     29    1.5%  /usr/lib/system/libsystem_pthread.dylib
      3   10.3%    JS: ~<anonymous> file:///Users/robertomora/Documents/Coding/Backend%20Course/Backend%20Codes/Entregables/Backend-Coder/Entregable14_RobertoMora/Socket.js:19:18
      3  100.0%      t _Builtins_ArrayForEach
      3  100.0%        Script: ~<anonymous> file:///Users/robertomora/Documents/Coding/Backend%20Course/Backend%20Codes/Entregables/Backend-Coder/Entregable14_RobertoMora/Socket.js:1:1
      3  100.0%          t _Builtins_AsyncFunctionAwaitResolveClosure
      3  100.0%            T node::HistogramBase::GetConstructorTemplate(node::Environment*)
      2    6.9%    JS: ~assertEncoding node:internal/fs/utils:155:24
      2  100.0%      JS: ~getOptions node:internal/fs/utils:318:20
      2  100.0%        JS: ~readFileSync node:fs:456:22
      2  100.0%          JS: ~Module._extensions..js node:internal/modules/cjs/loader:1227:37
      2  100.0%            JS: ~Module.load node:internal/modules/cjs/loader:1069:33
      1    3.4%    JS: ~wrapSafe node:internal/modules/cjs/loader:1117:18
      1  100.0%      JS: ~Module._compile node:internal/modules/cjs/loader:1173:37
      1  100.0%        JS: ~Module._extensions..js node:internal/modules/cjs/loader:1227:37
      1  100.0%          JS: ~Module.load node:internal/modules/cjs/loader:1069:33
      1  100.0%            JS: ~Module._load node:internal/modules/cjs/loader:851:24
      1    3.4%    JS: ~value node:internal/console/constructor:337:20
      1  100.0%      JS: ~log node:internal/console/constructor:376:6
      1  100.0%        T node::HistogramBase::GetConstructorTemplate(node::Environment*)
      1  100.0%          Script: ~<anonymous> file:///Users/robertomora/Documents/Coding/Backend%20Course/Backend%20Codes/Entregables/Backend-Coder/Entregable14_RobertoMora/bin/www.js:1:1
      1  100.0%            t _Builtins_GeneratorPrototypeNext
      1    3.4%    JS: ~validate_config /Users/robertomora/Documents/Coding/Backend Course/Backend Codes/Entregables/Backend-Coder/Entregable14_RobertoMora/node_modules/@mapbox/node-pre-gyp/lib/util/versioning.js:195:25
      1  100.0%      JS: ~exports.find /Users/robertomora/Documents/Coding/Backend Course/Backend Codes/Entregables/Backend-Coder/Entregable14_RobertoMora/node_modules/@mapbox/node-pre-gyp/lib/pre-binding.js:17:24
      1  100.0%        JS: ~<anonymous> /Users/robertomora/Documents/Coding/Backend Course/Backend Codes/Entregables/Backend-Coder/Entregable14_RobertoMora/node_modules/bcrypt/bcrypt.js:1:1
      1  100.0%          JS: ^Module._compile node:internal/modules/cjs/loader:1173:37
      1  100.0%            JS: ^Module._extensions..js node:internal/modules/cjs/loader:1227:37
      1    3.4%    JS: ~setSourceMapsEnabled node:internal/source_map/source_map_cache:58:30
      1  100.0%      JS: ~getSourceMapsEnabled node:internal/source_map/source_map_cache:51:30
      1  100.0%        JS: ~initializeSourceMapsHandlers node:internal/process/pre_execution:602:38
      1  100.0%          JS: ~prepareExecution node:internal/process/pre_execution:52:26
      1  100.0%            JS: ~prepareMainThreadExecution node:internal/process/pre_execution:36:36
      1    3.4%    JS: ~setArg /Users/robertomora/Documents/Coding/Backend Course/Backend Codes/Entregables/Backend-Coder/Entregable14_RobertoMora/node_modules/minimist/index.js:54:21
      1  100.0%      JS: ~module.exports /Users/robertomora/Documents/Coding/Backend Course/Backend Codes/Entregables/Backend-Coder/Entregable14_RobertoMora/node_modules/minimist/index.js:1:27
      1  100.0%        Script: ~<anonymous> file:///Users/robertomora/Documents/Coding/Backend%20Course/Backend%20Codes/Entregables/Backend-Coder/Entregable14_RobertoMora/bin/www.js:1:1
      1  100.0%          t _Builtins_GeneratorPrototypeNext
      1  100.0%            t _Builtins_CEntry_Return1_DontSaveFPRegs_ArgvOnStack_BuiltinExit
      1    3.4%    JS: ~set node:internal/bootstrap/node:119:8
      1  100.0%      JS: ~patchProcessObject node:internal/process/pre_execution:135:28
      1  100.0%        JS: ~prepareExecution node:internal/process/pre_execution:52:26
      1  100.0%          JS: ~prepareMainThreadExecution node:internal/process/pre_execution:36:36
      1  100.0%            JS: ~<anonymous> node:internal/main/run_main_module:1:1
      1    3.4%    JS: ~resolveExports node:internal/modules/cjs/loader:528:24
      1  100.0%      JS: ~Module._findPath node:internal/modules/cjs/loader:555:28
      1  100.0%        JS: ~Module._resolveFilename node:internal/modules/cjs/loader:948:35
      1  100.0%          JS: ~Module._load node:internal/modules/cjs/loader:851:24
      1  100.0%            JS: ~Module.require node:internal/modules/cjs/loader:1097:36
      1    3.4%    JS: ~realpathSync node:fs:2470:22
      1  100.0%      JS: ~toRealPath node:internal/modules/cjs/loader:449:20
      1  100.0%        JS: ~Module._findPath node:internal/modules/cjs/loader:555:28
      1  100.0%          JS: ~Module._resolveFilename node:internal/modules/cjs/loader:948:35
      1  100.0%            JS: ~Module._load node:internal/modules/cjs/loader:851:24
      1    3.4%    JS: ~prune /Users/robertomora/Documents/Coding/Backend Course/Backend Codes/Entregables/Backend-Coder/Entregable14_RobertoMora/node_modules/mongodb/lib/utils.js:776:10
      1  100.0%      JS: ~release /Users/robertomora/Documents/Coding/Backend Course/Backend Codes/Entregables/Backend-Coder/Entregable14_RobertoMora/node_modules/mongodb/lib/sessions.js:620:12
      1  100.0%        JS: ~<anonymous> /Users/robertomora/Documents/Coding/Backend Course/Backend Codes/Entregables/Backend-Coder/Entregable14_RobertoMora/node_modules/mongodb/lib/sessions.js:134:43
      1  100.0%          JS: ~maybeCallback /Users/robertomora/Documents/Coding/Backend Course/Backend Codes/Entregables/Backend-Coder/Entregable14_RobertoMora/node_modules/mongodb/lib/utils.js:336:23
      1  100.0%            JS: ~endSession /Users/robertomora/Documents/Coding/Backend Course/Backend Codes/Entregables/Backend-Coder/Entregable14_RobertoMora/node_modules/mongodb/lib/sessions.js:130:15
      1    3.4%    JS: ~processTicksAndRejections node:internal/process/task_queues:67:35
      1    3.4%    JS: ~processIncomingData /Users/robertomora/Documents/Coding/Backend Course/Backend Codes/Entregables/Backend-Coder/Entregable14_RobertoMora/node_modules/mongodb/lib/cmap/message_stream.js:84:29
      1  100.0%      JS: ~_write /Users/robertomora/Documents/Coding/Backend Course/Backend Codes/Entregables/Backend-Coder/Entregable14_RobertoMora/node_modules/mongodb/lib/cmap/message_stream.js:31:11
      1  100.0%        JS: ~writeOrBuffer node:internal/streams/writable:368:23
      1  100.0%          JS: ~_write node:internal/streams/writable:286:16
      1  100.0%            JS: ~Writable.write node:internal/streams/writable:336:36
      1    3.4%    JS: ~patchProcessObject node:internal/process/pre_execution:135:28
      1  100.0%      JS: ~prepareExecution node:internal/process/pre_execution:52:26
      1  100.0%        JS: ~prepareMainThreadExecution node:internal/process/pre_execution:36:36
      1  100.0%          JS: ~<anonymous> node:internal/main/run_main_module:1:1
      1    3.4%    JS: ~parseChannelMessages node:internal/child_process/serialization:137:24
      1  100.0%      t _Builtins_GeneratorPrototypeNext
      1  100.0%        JS: ~channel.onread node:internal/child_process:607:28
      1    3.4%    JS: ~next /Users/robertomora/Documents/Coding/Backend Course/Backend Codes/Entregables/Backend-Coder/Entregable14_RobertoMora/node_modules/handlebars/dist/cjs/handlebars/compiler/parser.js:478:32
      1  100.0%      JS: ~lex /Users/robertomora/Documents/Coding/Backend Course/Backend Codes/Entregables/Backend-Coder/Entregable14_RobertoMora/node_modules/handlebars/dist/cjs/handlebars/compiler/parser.js:525:30
      1  100.0%        JS: ~lex /Users/robertomora/Documents/Coding/Backend Course/Backend Codes/Entregables/Backend-Coder/Entregable14_RobertoMora/node_modules/handlebars/dist/cjs/handlebars/compiler/parser.js:295:25
      1  100.0%          JS: ~parse /Users/robertomora/Documents/Coding/Backend Course/Backend Codes/Entregables/Backend-Coder/Entregable14_RobertoMora/node_modules/handlebars/dist/cjs/handlebars/compiler/parser.js:269:30
      1  100.0%            JS: ~parseWithoutProcessing /Users/robertomora/Documents/Coding/Backend Course/Backend Codes/Entregables/Backend-Coder/Entregable14_RobertoMora/node_modules/handlebars/dist/cjs/handlebars/compiler/base.js:33:32
      1    3.4%    JS: ~createServer node:http:59:22
      1  100.0%      Script: ~<anonymous> file:///Users/robertomora/Documents/Coding/Backend%20Course/Backend%20Codes/Entregables/Backend-Coder/Entregable14_RobertoMora/bin/www.js:1:1
      1  100.0%        t _Builtins_GeneratorPrototypeNext
      1  100.0%          t _Builtins_CEntry_Return1_DontSaveFPRegs_ArgvOnStack_BuiltinExit
      1  100.0%            T node::HistogramBase::GetConstructorTemplate(node::Environment*)
      1    3.4%    JS: ~createDebug /Users/robertomora/Documents/Coding/Backend Course/Backend Codes/Entregables/Backend-Coder/Entregable14_RobertoMora/node_modules/send/node_modules/debug/src/debug.js:63:21
      1  100.0%      JS: ~<anonymous> /Users/robertomora/Documents/Coding/Backend Course/Backend Codes/Entregables/Backend-Coder/Entregable14_RobertoMora/node_modules/send/index.js:1:1
      1  100.0%        JS: ^Module._compile node:internal/modules/cjs/loader:1173:37
      1  100.0%          JS: ^Module._extensions..js node:internal/modules/cjs/loader:1227:37
      1  100.0%            JS: ^Module.load node:internal/modules/cjs/loader:1069:33
      1    3.4%    JS: ~configure /Users/robertomora/Documents/Coding/Backend Course/Backend Codes/Entregables/Backend-Coder/Entregable14_RobertoMora/node_modules/safe-stable-stringify/index.js:213:20
      1  100.0%      JS: ~<anonymous> /Users/robertomora/Documents/Coding/Backend Course/Backend Codes/Entregables/Backend-Coder/Entregable14_RobertoMora/node_modules/safe-stable-stringify/index.js:1:1
      1  100.0%        JS: ^Module._compile node:internal/modules/cjs/loader:1173:37
      1  100.0%          JS: ^Module._extensions..js node:internal/modules/cjs/loader:1227:37
      1  100.0%            JS: ^Module.load node:internal/modules/cjs/loader:1069:33
      1    3.4%    JS: ~SocketAddress node:internal/socketaddress:47:14
      1  100.0%      JS: ~addAddress node:internal/blocklist:60:13
      1  100.0%        JS: ~<anonymous> node:internal/modules/esm/fetch_module:1:1
      1  100.0%          JS: ^compileForInternalLoader node:internal/bootstrap/loaders:319:27
      1  100.0%            JS: ^nativeModuleRequire node:internal/bootstrap/loaders:356:29
      1    3.4%    JS: ~Readable.read node:internal/streams/readable:402:35
      1  100.0%      JS: ~Socket.read node:net:719:33
      1  100.0%        JS: ~maybeReadMore_ node:internal/streams/readable:621:24
      1  100.0%          JS: ^processTicksAndRejections node:internal/process/task_queues:67:35
      1    3.4%    JS: ~Duplex node:internal/streams/duplex:54:16
      1  100.0%      JS: ~Socket node:net:314:16
      1  100.0%        JS: ~WriteStream node:tty:84:21
      1  100.0%          JS: ~createWritableStdioStream node:internal/bootstrap/switches/is_main_thread:45:35
      1  100.0%            JS: ~getStderr node:internal/bootstrap/switches/is_main_thread:168:19
      1    3.4%    JS: ~<anonymous> node:internal/fs/promises:1:1
      1  100.0%      JS: ^compileForInternalLoader node:internal/bootstrap/loaders:319:27
      1  100.0%        JS: ^nativeModuleRequire node:internal/bootstrap/loaders:356:29
      1  100.0%          JS: ~<anonymous> node:internal/modules/esm/load:1:1
      1  100.0%            JS: ^compileForInternalLoader node:internal/bootstrap/loaders:319:27
      1    3.4%    JS: ~<anonymous> /Users/robertomora/Documents/Coding/Backend Course/Backend Codes/Entregables/Backend-Coder/Entregable14_RobertoMora/node_modules/lodash/_shortOut.js:21:18
      1  100.0%      JS: ~baseRest /Users/robertomora/Documents/Coding/Backend Course/Backend Codes/Entregables/Backend-Coder/Entregable14_RobertoMora/node_modules/lodash/_baseRest.js:13:18
      1  100.0%        JS: ~<anonymous> /Users/robertomora/Documents/Coding/Backend Course/Backend Codes/Entregables/Backend-Coder/Entregable14_RobertoMora/node_modules/lodash/defaults.js:1:1
      1  100.0%          JS: ^Module._compile node:internal/modules/cjs/loader:1173:37
      1  100.0%            JS: ^Module._extensions..js node:internal/modules/cjs/loader:1227:37
      1    3.4%    JS: ^onMessage /Users/robertomora/Documents/Coding/Backend Course/Backend Codes/Entregables/Backend-Coder/Entregable14_RobertoMora/node_modules/mongodb/lib/cmap/connection.js:157:14
      1  100.0%      JS: ^<anonymous> /Users/robertomora/Documents/Coding/Backend Course/Backend Codes/Entregables/Backend-Coder/Entregable14_RobertoMora/node_modules/mongodb/lib/cmap/connection.js:61:44
      1  100.0%        JS: ^emit node:events:460:44
      1  100.0%          JS: ^processIncomingData /Users/robertomora/Documents/Coding/Backend Course/Backend Codes/Entregables/Backend-Coder/Entregable14_RobertoMora/node_modules/mongodb/lib/cmap/message_stream.js:84:29
      1  100.0%            JS: ^_write /Users/robertomora/Documents/Coding/Backend Course/Backend Codes/Entregables/Backend-Coder/Entregable14_RobertoMora/node_modules/mongodb/lib/cmap/message_stream.js:31:11
      1    3.4%    JS: ^emit node:events:460:44
      1  100.0%      JS: ~<anonymous> /Users/robertomora/Documents/Coding/Backend Course/Backend Codes/Entregables/Backend-Coder/Entregable14_RobertoMora/node_modules/mongodb/lib/sdam/monitor.js:205:52
      1  100.0%        JS: ~callback /Users/robertomora/Documents/Coding/Backend Course/Backend Codes/Entregables/Backend-Coder/Entregable14_RobertoMora/node_modules/mongodb/lib/cmap/connect.js:63:31
      1  100.0%          JS: ~<anonymous> /Users/robertomora/Documents/Coding/Backend Course/Backend Codes/Entregables/Backend-Coder/Entregable14_RobertoMora/node_modules/mongodb/lib/cmap/connect.js:88:85
      1  100.0%            JS: ~onMessage /Users/robertomora/Documents/Coding/Backend Course/Backend Codes/Entregables/Backend-Coder/Entregable14_RobertoMora/node_modules/mongodb/lib/cmap/connection.js:157:14

     26    1.3%  T _kdebug_trace_string

     25    1.3%  T _mach_msg_server_once
     17   68.0%    JS: *stat node:internal/modules/cjs/loader:161:14
     11   64.7%      JS: ^tryFile node:internal/modules/cjs/loader:440:17
     11  100.0%        JS: ^tryExtensions node:internal/modules/cjs/loader:456:23
     11  100.0%          JS: ^Module._findPath node:internal/modules/cjs/loader:555:28
     11  100.0%            JS: ^Module._resolveFilename node:internal/modules/cjs/loader:948:35
      6   35.3%      JS: ^Module._findPath node:internal/modules/cjs/loader:555:28
      6  100.0%        JS: ^Module._resolveFilename node:internal/modules/cjs/loader:948:35
      6  100.0%          JS: ^Module._load node:internal/modules/cjs/loader:851:24
      5   83.3%            JS: ^Module.require node:internal/modules/cjs/loader:1097:36
      1   16.7%            JS: *Module.require node:internal/modules/cjs/loader:1097:36
      7   28.0%    JS: *realpathSync node:fs:2470:22
      6   85.7%      JS: ^toRealPath node:internal/modules/cjs/loader:449:20
      5   83.3%        JS: ^tryFile node:internal/modules/cjs/loader:440:17
      5  100.0%          JS: ^tryExtensions node:internal/modules/cjs/loader:456:23
      5  100.0%            JS: ^Module._findPath node:internal/modules/cjs/loader:555:28
      1   16.7%        JS: *Module._findPath node:internal/modules/cjs/loader:555:28
      1  100.0%          JS: ^Module._resolveFilename node:internal/modules/cjs/loader:948:35
      1  100.0%            JS: ^Module._load node:internal/modules/cjs/loader:851:24
      1   14.3%      JS: *tryFile node:internal/modules/cjs/loader:440:17
      1  100.0%        JS: ^tryExtensions node:internal/modules/cjs/loader:456:23
      1  100.0%          JS: ^Module._findPath node:internal/modules/cjs/loader:555:28
      1  100.0%            JS: ^Module._resolveFilename node:internal/modules/cjs/loader:948:35
      1    4.0%    JS: *tryFile node:internal/modules/cjs/loader:440:17
      1  100.0%      JS: ^tryExtensions node:internal/modules/cjs/loader:456:23
      1  100.0%        JS: ^Module._findPath node:internal/modules/cjs/loader:555:28
      1  100.0%          JS: ^Module._resolveFilename node:internal/modules/cjs/loader:948:35
      1  100.0%            JS: ^Module._load node:internal/modules/cjs/loader:851:24

     24    1.2%  /usr/lib/system/libsystem_malloc.dylib
      2    8.3%    t _Builtins_FindOrderedHashSetEntry
      2  100.0%      JS: *realpathSync node:fs:2470:22
      2  100.0%        JS: ^toRealPath node:internal/modules/cjs/loader:449:20
      2  100.0%          JS: ^tryFile node:internal/modules/cjs/loader:440:17
      2  100.0%            JS: ^tryExtensions node:internal/modules/cjs/loader:456:23
      1    4.2%    t _Builtins_KeyedLoadIC_Megamorphic
      1  100.0%      JS: ^Module._load node:internal/modules/cjs/loader:851:24
      1  100.0%        JS: *Module.require node:internal/modules/cjs/loader:1097:36
      1  100.0%          JS: ^require node:internal/modules/cjs/helpers:102:31
      1  100.0%            JS: ~<anonymous> /Users/robertomora/Documents/Coding/Backend Course/Backend Codes/Entregables/Backend-Coder/Entregable14_RobertoMora/node_modules/mongoose/lib/error/disconnected.js:1:1
      1    4.2%    t _Builtins_EphemeronKeyBarrierSaveFP
      1  100.0%      t _Builtins_WeakMapPrototypeSet
      1  100.0%        JS: ^internalCompileFunction node:internal/vm:30:33
      1  100.0%          JS: ^wrapSafe node:internal/modules/cjs/loader:1117:18
      1  100.0%            JS: ^Module._compile node:internal/modules/cjs/loader:1173:37
      1    4.2%    t _Builtins_ArrayPrototypePush
      1  100.0%      JS: ^<anonymous> /Users/robertomora/Documents/Coding/Backend Course/Backend Codes/Entregables/Backend-Coder/Entregable14_RobertoMora/node_modules/express-handlebars/dist/express-handlebars.js:251:47
      1  100.0%        JS: *step /Users/robertomora/Documents/Coding/Backend Course/Backend Codes/Entregables/Backend-Coder/Entregable14_RobertoMora/node_modules/express-handlebars/dist/express-handlebars.js:31:18
      1  100.0%          JS: *<anonymous> /Users/robertomora/Documents/Coding/Backend Course/Backend Codes/Entregables/Backend-Coder/Entregable14_RobertoMora/node_modules/express-handlebars/dist/express-handlebars.js:30:40
      1  100.0%            JS: ^fulfilled /Users/robertomora/Documents/Coding/Backend Course/Backend Codes/Entregables/Backend-Coder/Entregable14_RobertoMora/node_modules/express-handlebars/dist/express-handlebars.js:21:27
      1    4.2%    Script: ~<anonymous> file:///Users/robertomora/Documents/Coding/Backend%20Course/Backend%20Codes/Entregables/Backend-Coder/Entregable14_RobertoMora/node_modules/@faker-js/faker/dist/esm/chunk-G6GIS7LZ.mjs:1:1
      1  100.0%      t _Builtins_GeneratorPrototypeNext
      1  100.0%        T node::HistogramBase::GetConstructorTemplate(node::Environment*)
      1  100.0%          JS: ~run node:internal/modules/esm/module_job:189:12
      1  100.0%            t _Builtins_AsyncFunctionAwaitResolveClosure
      1    4.2%    JS: ~set /Users/robertomora/Documents/Coding/Backend Course/Backend Codes/Entregables/Backend-Coder/Entregable14_RobertoMora/node_modules/connect-mongo/build/main/lib/MongoStore.js:234:8
      1  100.0%      JS: ^save /Users/robertomora/Documents/Coding/Backend Course/Backend Codes/Entregables/Backend-Coder/Entregable14_RobertoMora/node_modules/express-session/session/session.js:71:54
      1  100.0%        JS: ^save /Users/robertomora/Documents/Coding/Backend Course/Backend Codes/Entregables/Backend-Coder/Entregable14_RobertoMora/node_modules/express-session/index.js:403:20
      1  100.0%          JS: ~end /Users/robertomora/Documents/Coding/Backend Course/Backend Codes/Entregables/Backend-Coder/Entregable14_RobertoMora/node_modules/express-session/index.js:250:27
      1  100.0%            JS: ~send /Users/robertomora/Documents/Coding/Backend Course/Backend Codes/Entregables/Backend-Coder/Entregable14_RobertoMora/node_modules/express/lib/response.js:111:25
      1    4.2%    JS: ~quotedString /Users/robertomora/Documents/Coding/Backend Course/Backend Codes/Entregables/Backend-Coder/Entregable14_RobertoMora/node_modules/handlebars/dist/cjs/handlebars/compiler/code-gen.js:118:38
      1  100.0%      JS: ~<anonymous> /Users/robertomora/Documents/Coding/Backend Course/Backend Codes/Entregables/Backend-Coder/Entregable14_RobertoMora/node_modules/handlebars/dist/cjs/handlebars/compiler/code-gen.js:130:39
      1  100.0%        t _Builtins_ArrayForEach
      1  100.0%          JS: ~objectLiteral /Users/robertomora/Documents/Coding/Backend Course/Backend Codes/Entregables/Backend-Coder/Entregable14_RobertoMora/node_modules/handlebars/dist/cjs/handlebars/compiler/code-gen.js:123:40
      1  100.0%            JS: ~objectLiteral /Users/robertomora/Documents/Coding/Backend Course/Backend Codes/Entregables/Backend-Coder/Entregable14_RobertoMora/node_modules/handlebars/dist/cjs/handlebars/compiler/javascript-compiler.js:1002:40
      1    4.2%    JS: ~onStatError /Users/robertomora/Documents/Coding/Backend Course/Backend Codes/Entregables/Backend-Coder/Entregable14_RobertoMora/node_modules/send/index.js:412:57
      1  100.0%      JS: ~next /Users/robertomora/Documents/Coding/Backend Course/Backend Codes/Entregables/Backend-Coder/Entregable14_RobertoMora/node_modules/send/index.js:728:17
      1  100.0%        JS: ~onstat /Users/robertomora/Documents/Coding/Backend Course/Backend Codes/Entregables/Backend-Coder/Entregable14_RobertoMora/node_modules/send/index.js:717:33
      1  100.0%          JS: ~<anonymous> node:fs:197:10
      1    4.2%    JS: ~make /Users/robertomora/Documents/Coding/Backend Course/Backend Codes/Entregables/Backend-Coder/Entregable14_RobertoMora/node_modules/express-handlebars/node_modules/minimatch/minimatch.js:188:8
      1  100.0%      JS: ~Minimatch /Users/robertomora/Documents/Coding/Backend Course/Backend Codes/Entregables/Backend-Coder/Entregable14_RobertoMora/node_modules/express-handlebars/node_modules/minimatch/minimatch.js:163:15
      1  100.0%        JS: ~setopts /Users/robertomora/Documents/Coding/Backend Course/Backend Codes/Entregables/Backend-Coder/Entregable14_RobertoMora/node_modules/express-handlebars/node_modules/glob/common.js:48:18
      1  100.0%          JS: ~Glob /Users/robertomora/Documents/Coding/Backend Course/Backend Codes/Entregables/Backend-Coder/Entregable14_RobertoMora/node_modules/express-handlebars/node_modules/glob/glob.js:117:15
      1  100.0%            JS: ~glob /Users/robertomora/Documents/Coding/Backend Course/Backend Codes/Entregables/Backend-Coder/Entregable14_RobertoMora/node_modules/express-handlebars/node_modules/glob/glob.js:62:15
      1    4.2%    JS: ~listOnTimeout node:internal/timers:512:25
      1  100.0%      JS: ^processTimers node:internal/timers:492:25
      1    4.2%    JS: ~getEncodingOps node:buffer:688:24
      1  100.0%      JS: ^toString node:buffer:793:46
      1  100.0%        JS: ^readFileSync node:fs:456:22
      1  100.0%          JS: ~Module._extensions..js node:internal/modules/cjs/loader:1227:37
      1  100.0%            JS: ^Module.load node:internal/modules/cjs/loader:1069:33
      1    4.2%    JS: ~execute /Users/robertomora/Documents/Coding/Backend Course/Backend Codes/Entregables/Backend-Coder/Entregable14_RobertoMora/node_modules/mongodb/lib/operations/update.js:62:12
      1  100.0%      JS: ^<anonymous> /Users/robertomora/Documents/Coding/Backend Course/Backend Codes/Entregables/Backend-Coder/Entregable14_RobertoMora/node_modules/mongodb/lib/operations/operation.js:28:51
      1  100.0%        JS: ^<anonymous> node:internal/util:352:24
      1  100.0%          t _Builtins_PromiseConstructor
      1  100.0%            JS: ^fn node:internal/util:351:14
      1    4.2%    JS: ~checkServerIdentity node:tls:280:59
      1  100.0%      JS: ~onConnectSecure node:_tls_wrap:1521:25
      1  100.0%        JS: ^emit node:events:460:44
      1  100.0%          JS: ^TLSSocket._finishInit node:_tls_wrap:923:43
      1  100.0%            JS: ^ssl.onhandshakedone node:_tls_wrap:731:27
      1    4.2%    JS: ~Pager.set /Users/robertomora/Documents/Coding/Backend Course/Backend Codes/Entregables/Backend-Coder/Entregable14_RobertoMora/node_modules/memory-pager/index.js:81:32
      1  100.0%      JS: ~Bitfield /Users/robertomora/Documents/Coding/Backend Course/Backend Codes/Entregables/Backend-Coder/Entregable14_RobertoMora/node_modules/sparse-bitfield/index.js:5:19
      1  100.0%        JS: ~Bitfield /Users/robertomora/Documents/Coding/Backend Course/Backend Codes/Entregables/Backend-Coder/Entregable14_RobertoMora/node_modules/sparse-bitfield/index.js:5:19
      1  100.0%          JS: ~read /Users/robertomora/Documents/Coding/Backend Course/Backend Codes/Entregables/Backend-Coder/Entregable14_RobertoMora/node_modules/saslprep/lib/memory-code-points.js:15:14
